stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate,Latitude,Longitude,x,y,Elevation,Slope,Aspect,Curvature,Northness,Eastness
11316670:CA:USGS,11316670,CA,USGS,NF Mokelumne R bl Tiger C Res nr West Pt,UN,Amador,180400120405.0,2220.0,38.44019,-120.50493,,,,1982-10-01 00:00:00.0,2100-01-01,38.452,-120.5,125.0,293.0,997.8708,0.3323822,229.99173,1374.9617,-0.5713666,0.6536322
1131667N:CA:USGS,1131667N,CA,USGS,NF Mokelumne R bl Tiger C Res nr West Pt,UN,Calaveras,180400120405.0,2200.0,38.43333,-120.5,,,,1982-10-31 00:00:00.0,2100-01-01,38.416,-120.5,125.0,294.0,928.3242,0.50266266,213.05939,2784.7046,-0.6975481,0.4993879
13245000:ID:USGS,13245000,ID,USGS,NF Payette R at Cascade,ID,Valley,170501230503.0,4720.0,44.52489,-116.0468,,,,1941-05-01 00:00:00.0,2100-01-01,44.536,-116.036,249.0,124.0,1449.1699,5.7634964,185.01395,6294.004,-0.7834813,0.08717661
13246000:ID:USGS,13246000,ID,USGS,NF Payette R nr Banks,ID,Boise,170501230605.0,3081.0,44.11417,-116.10722,,,,1947-04-21 00:00:00.0,2100-01-01,44.104,-116.108,247.0,136.0,1333.0857,0.25379944,286.6736,2964.422,0.27941352,0.76392734
13239000:ID:USGS,13239000,ID,USGS,NF Payette River at Mccall,ID,Valley,170501230204.0,4968.0,44.9045,-116.11667,,,,1908-09-01 00:00:00.0,2100-01-01,44.896,-116.108,247.0,114.0,1551.747,3.0011597,235.51639,4007.5625,-0.5151734,0.6893763
06311000:WY:USGS,06311000,WY,USGS,NF Powder R nr Hazelton,MT,Johnson,100902010302.0,8180.0,44.02774,-107.0809,,,,1946-01-01 00:00:00.0,2100-01-01,44.032,-107.072,498.0,138.0,2520.5051,0.74508667,166.15923,-1411.9314,-0.77066755,-0.23481143
06279940:WY:USGS,06279940,WY,USGS,NF Shoshone R at Wapiti,MT,Park,100800120304.0,5580.0,44.46967,-109.43044,,,,1979-01-01 00:00:00.0,2100-01-01,44.464,-109.448,432.0,126.0,1938.5376,0.18924713,7.743877,4477.851,0.7808175,-0.13393831
06078500:MT:USGS,06078500,MT,USGS,NF Sun R nr Augusta,MT,Teton,100301040111.0,4786.0,47.63986,-112.85933,,,,1911-05-01 00:00:00.0,2100-01-01,47.632,-112.868,337.0,38.0,1758.9111,1.3553009,339.06247,4203.3867,0.7512695,0.34320754
NGF:CA:SNOW,NGF,CA,SNOW,Niagara Flat,UN,Tuolumne,180400100401.0,6500.0,38.327,-119.912,,,,1930-02-01 00:00:00.0,2100-01-01,38.344,-119.924,141.0,296.0,2105.5874,0.19754028,322.46417,3834.2546,0.67044115,0.54719865
06083000:MT:BOR,06083000,MT,BOR,Nilan Reservoir,MT,Lewis and Clark,100301040302.0,4442.0,47.47458,-112.51838,,,,1951-12-01 00:00:00.0,2100-01-01,47.488,-112.508,347.0,42.0,1321.9835,1.6491852,81.859245,985.31494,0.14067012,-0.7803343
12086500:WA:USGS,12086500,WA,USGS,Nisqually R at Legrande,OR,Pierce,171100150205.0,490.0,46.83333,-122.31667,,,,1906-10-01 00:00:00.0,2100-01-01,46.84,-122.3,75.0,60.0,532.23346,0.67339325,323.35828,1822.2657,0.6761924,0.53807
663:CO:SNTL,663,CO,SNTL,Niwot,CO,Boulder,101900050401.0,9979.0,40.03581,-105.5452,-8.0,,NIWC2,1979-10-01 00:00:00.0,2100-01-01,40.036,-105.56,540.0,249.0,2995.278,0.19192505,139.41476,-308.392,-0.6495148,-0.57678175
CO0016:CO:USGS,CO0016,CO,USGS,No Name Diversion,CO,Pitkin,140100040105.0,10172.0,39.18351,-106.71938,,,,1980-10-01 00:00:00.0,2100-01-01,39.172,-106.712,508.0,273.0,3518.8735,0.7195587,228.05586,-777.8217,-0.5892057,0.6395192
NLS:CA:MSNT,NLS,CA,MSNT,Noel Spring,GC,Glenn,180201150402.0,5100.0,39.538,-122.667,,,,1997-01-23 00:00:00.0,2100-01-01,39.532,-122.66,65.0,263.0,1096.4795,0.097579956,111.18139,-3957.8477,-0.34672523,-0.75045204
5924:AZ:COOP,5924,AZ,COOP,Nogales 6 N,UN,Santa Cruz,150503010310.0,3560.0,31.41666,-110.95,,,NOGA3,1952-10-01 00:00:00.0,2100-01-01,31.432,-110.96,390.0,488.0,1135.8837,1.6348114,6.0636616,2640.9482,0.7825929,-0.105243124
664:MT:SNTL,664,MT,SNTL,Noisy Basin,MT,Flathead,170102080208.0,6040.0,48.15678,-113.94637,-8.0,,NOIM8,1961-04-01 00:00:00.0,2100-01-01,48.172,-113.948,307.0,23.0,1931.4019,0.21212006,238.61644,-9858.709,-0.48012105,0.70663834
10E19:WY:SNOW,10E19,WY,SNOW,Norris Basin,MT,Park,100200070106.0,7550.0,44.73169,-110.69711,,,NORW4,1936-04-01 00:00:00.0,2100-01-01,44.716,-110.708,397.0,119.0,2569.9805,0.49326324,319.2795,-207.43188,0.64853865,0.57803917
6157:MT:COOP,6157,MT,COOP,Norris Madison Pump HS,MT,Madison,100200071501.0,4750.0,45.48333,-111.63333,,,MADM8,1907-01-01 00:00:00.0,2100-01-01,45.472,-111.644,371.0,98.0,1927.4272,0.12852478,257.41733,-1116.6772,-0.21449699,0.77324414
06H05:WY:SNOW,06H05,WY,SNOW,North Barrett Creek,CO,Carbon,101800020303.0,9430.0,41.31667,-106.43333,,,NBTW4,1936-04-01 00:00:00.0,2100-01-01,41.332,-106.424,516.0,213.0,2979.4556,0.438591,260.1311,-3035.9443,-0.1697452,0.77794445
6073:OR:COOP,6073,OR,COOP,North Bend FAA Airport,OR,Coos,171003040306.0,10.0,43.41666,-124.25,,,OTHO3,1902-01-01 00:00:00.0,2100-01-01,43.42,-124.244,21.0,155.0,14.45039,3.4530869,317.15808,903.45154,0.6326832,0.5971616
665:NM:SNTL,665,NM,SNTL,North Costilla,CO,Taos,130201010101.0,10598.0,36.99396,-105.25988,-8.0,,NCSN5,1978-10-01 00:00:00.0,2100-01-01,36.976,-105.272,548.0,334.0,3076.4253,0.31326294,141.10587,-1467.0938,-0.6613732,-0.56066996
16E17:ID:SNOW,16E17,ID,SNOW,North Crane Creek,ID,Washington,170501240901.0,3481.0,44.32117,-116.40803,,,,1996-01-01 00:00:00.0,2100-01-01,44.32,-116.396,239.0,130.0,1206.8871,0.3225708,285.03024,-853.3138,0.2537392,0.7679968
351200:MT:USGS,351200,MT,USGS,North Crow Creek at Campground nr Ronan,MT,Lake,170102120601.0,3735.0,47.57661,-114.01781,,,,1999-10-01 00:00:00.0,2100-01-01,47.56,-114.02,305.0,40.0,1375.4149,0.112594604,257.6728,1501.2971,-0.21033649,0.7737364
666:OR:SNTL,666,OR,SNTL,North Fork,OR,Multnomah,170800010503.0,3060.0,45.5505,-122.00283,-8.0,,NFRO3,1978-10-01 00:00:00.0,2100-01-01,45.544,-122.012,83.0,96.0,882.16266,0.32841492,173.95613,-4783.2954,-0.78261125,-0.10490344
13340600:ID:USGS,13340600,ID,USGS,"North Fork Clearwater R nr Canyon Rs, ID",ID,Clearwater,170603071002.0,1660.0,46.83333,-115.61667,,,,1967-01-01 00:00:00.0,2100-01-01,46.84,-115.604,261.0,60.0,863.1354,0.32553864,14.072361,3529.6343,0.7701655,-0.23851858
13B07:MT:SNOW,13B07,MT,SNOW,North Fork Jocko,MT,Missoula,170102120702.0,6330.0,47.2726,-113.75617,,,NFJM8,1941-02-01 00:00:00.0,2100-01-01,47.272,-113.768,312.0,48.0,2031.5253,0.2830429,273.48993,-5942.39,0.060798008,0.7844701
667:MT:SNTL,667,MT,SNTL,North Fork Jocko,MT,Missoula,170102120702.0,6330.0,47.2726,-113.75617,-8.0,,NFJM8,1961-04-01 00:00:00.0,2100-01-01,47.272,-113.768,312.0,48.0,2031.5253,0.2830429,273.48993,-5942.39,0.060798008,0.7844701
15D02:ID:SNOW,15D02,ID,SNOW,North Fork Meadows,ID,Valley,170501230101.0,5900.0,45.15,-116.0,,,SQMI1,1936-02-01 00:00:00.0,2100-01-01,45.148,-116.0,250.0,107.0,1863.9087,0.17919922,304.32065,2475.2224,0.5133946,0.69033235
NFS:CA:SNOW,NFS,CA,SNOW,North Fork Sacramento R,UN,Siskiyou,180200050104.0,6900.0,41.305,-122.493,,,,1936-03-01 00:00:00.0,2100-01-01,41.296,-122.48,70.0,214.0,1815.5942,0.12162781,136.95438,-9526.638,-0.63110626,-0.59893906
668:WY:SNTL,668,WY,SNTL,North French Creek,CO,Carbon,101800020502.0,10153.0,41.33087,-106.37558,-8.0,,NFCW4,1962-09-01 00:00:00.0,2100-01-01,41.332,-106.388,517.0,213.0,3131.1328,0.29763794,218.82492,-3660.024,-0.661845,0.5599949
05J09:CO:SNOW,05J09,CO,SNOW,North Inlet Grand Lake,CO,Grand,140100010305.0,9000.0,40.28333,-105.76667,,,NILC2,1938-02-01 00:00:00.0,2100-01-01,40.288,-105.776,534.0,242.0,3200.987,0.4519806,263.9545,-993.8824,-0.1049313,0.78260976
NTH:CA:SNOW,NTH,CA,SNOW,North Lake,UN,Inyo,180901020602.0,9300.0,37.228,-118.62,,,,1930-03-01 00:00:00.0,2100-01-01,37.228,-118.628,177.0,327.0,2915.3438,0.15125275,45.536068,2961.0046,0.6110347,-0.61985594
669:CO:SNTL,669,CO,SNTL,North Lost Trail,CO,Gunnison,140100040703.0,9219.0,39.07818,-107.14388,-8.0,,NLSC2,1984-10-01 00:00:00.0,2100-01-01,39.064,-107.144,496.0,276.0,3501.1494,0.23261261,304.8125,-3302.7283,0.5187422,0.68742996
06652800:WY:USGS,06652800,WY,USGS,North Platte R bl Glendo Reservoir,CO,Platte,101800081102.0,4489.0,42.45691,-104.94775,,,,1957-10-01 00:00:00.0,2100-01-01,42.448,-104.948,557.0,182.0,1406.0562,0.9807434,235.01137,1016.53186,-0.52064157,0.6863785
06656000:WY:USGS,06656000,WY,USGS,North Platte R bl Guernsey Reservoir,CO,Platte,101800081106.0,4340.0,42.28052,-104.75469,,,,1901-04-01 00:00:00.0,2100-01-01,42.268,-104.768,562.0,187.0,1341.1844,1.5873184,81.48213,1715.6324,0.14704867,-0.7798525
06635500:WY:USGS,06635500,WY,USGS,North Platte R bl Seminoe Reservoir,CO,Carbon,101800030402.0,5930.0,42.17829,-106.87643,,,,1905-01-01 00:00:00.0,2100-01-01,42.196,-106.892,503.0,189.0,2010.8912,0.3976822,38.047134,73.44152,0.6670749,-0.5523255
06620000:CO:USGS,06620000,CO,USGS,North Platte R nr Northgate,CO,Jackson,101800020107.0,7810.0,40.93664,-106.33919,,,,1904-06-01 00:00:00.0,2100-01-01,40.936,-106.352,518.0,224.0,2469.5708,0.46450043,98.87057,1527.5889,-0.15299779,-0.7793819
06630000:WY:USGS,06630000,WY,USGS,North Platte R nr Sinclair,CO,Carbon,101800021308.0,6401.0,41.86667,-107.05,,,,1939-01-01 00:00:00.0,2100-01-01,41.872,-107.036,499.0,198.0,2052.7168,0.9842529,264.44046,758.4227,-0.09657883,0.7830407
920:SD:SNTL,920,SD,SNTL,North Rapid Creek,MT,Lawrence,101201100101.0,6130.0,44.20617,-103.78758,-8.0,,NRPS2,1996-08-09 00:00:00.0,2100-01-01,44.212,-103.796,589.0,133.0,1832.1788,1.0245361,124.057236,-918.27356,-0.5105041,-0.6918663
14183000:OR:USGS,14183000,OR,USGS,North Santiam R at Mehama,OR,Marion,170900050601.0,602.0,44.78901,-122.6187,,,,1905-01-01 00:00:00.0,2100-01-01,44.788,-122.624,66.0,117.0,212.20247,0.5176773,11.72127,4653.3267,0.77486247,-0.20042332
07E15:WY:SNOW,07E15,WY,SNOW,North Tongue,MT,Sheridan,100901010201.0,8450.0,44.75278,-107.60222,,,NTOW4,1960-02-01 00:00:00.0,2100-01-01,44.752,-107.612,483.0,118.0,2684.8572,0.350914,25.668894,-2868.8164,0.7335397,-0.40877014
22F16:OR:SNOW,22F16,OR,SNOW,North Umpqua,OR,Douglas,171003010205.0,4200.0,43.30583,-122.15932,,,NQZO3,1937-02-01 00:00:00.0,2100-01-01,43.312,-122.156,79.0,158.0,1347.6522,0.71086884,216.5937,5630.895,-0.6764963,0.53757405
14319500:OR:USGS,14319500,OR,USGS,North Umpqua R at Winchester,OR,Douglas,171003011105.0,373.0,43.27206,-123.4123,,,,1908-10-01 00:00:00.0,2100-01-01,43.276,-123.416,44.0,159.0,144.62222,0.6819,270.59854,2205.1316,0.010445688,0.7853709
14316500:OR:USGS,14316500,OR,USGS,"North Umpqua River Near Tokatee Falls, O",OR,Douglas,171003010802.0,1580.0,43.28333,-122.53333,,,,1949-09-01 00:00:00.0,2100-01-01,43.276,-122.516,69.0,159.0,893.87885,0.604599,326.01376,8051.995,0.69227725,0.50972205
670:MT:SNTL,670,MT,SNTL,Northeast Entrance,MT,Yellowstone National Park,100700010602.0,7350.0,45.00565,-110.01406,-8.0,,NORM8,1937-10-01 00:00:00.0,2100-01-01,45.004,-110.024,416.0,111.0,2806.2485,0.35058594,219.54713,-3006.7817,-0.6568696,0.5669777
NRF:CA:SNOW,NRF,CA,SNOW,Norvell Flat,UN,Lassen,180800030401.0,5700.0,40.482,-121.007,,,,1940-04-01 00:00:00.0,2100-01-01,40.468,-121.004,111.0,237.0,1711.4161,1.3629227,116.16924,731.5579,-0.4153647,-0.73142946
12391300:MT:BOR,12391300,MT,BOR,Noxon Rapids Reservoir,MT,Sanders,170102131006.0,2270.0,47.96088,-115.73312,,,,1959-04-01 00:00:00.0,2100-01-01,47.956,-115.748,257.0,29.0,837.31006,0.25273132,25.320263,7480.879,0.7349829,-0.40413636
2017:CO:SCAN,2017,CO,SCAN,Nunn #1,GC,Weld,101900080301.0,5900.0,40.86667,-104.73333,-7.0,18289.0,NUNC2,1993-10-20 00:00:00.0,2100-01-01,40.864,-104.732,563.0,226.0,1645.582,1.9048462,170.38675,851.8025,-0.7783274,-0.16546966
09S04:AZ:SNOW,09S04,AZ,SNOW,Nutrioso,CO,Apache,150400040301.0,8500.0,33.9,-109.15,,,XNUA3,1938-02-01 00:00:00.0,2100-01-01,33.916,-109.16,440.0,419.0,2726.5813,0.470932,239.07298,-4648.1,-0.47474197,0.709018
1127:AZ:SNTL,1127,AZ,SNTL,Nutrioso,CO,Apache,150400040301.0,8571.0,33.89791,-109.15465,-8.0,,NUTA3,2008-06-02 00:00:00.0,2100-01-01,33.88,-109.16,440.0,420.0,2601.3398,0.44543457,213.52257,-2595.879,-0.694936,0.5045808
5013:MT:NRCSXP,5013,MT,NRCSXP,NWCC Test Lolo Pass,GC,Missoula,170102051401.0,5300.0,46.6345,-114.581,-8.0,,,2023-09-18 00:00:00.0,2100-01-01,46.624,-114.596,289.0,66.0,1650.0223,0.27967072,249.2651,1844.789,-0.34027335,0.751941
5016:UT:NRCSXP,5016,UT,NRCSXP,NWCC Test Snowbird,GC,Salt Lake,160202040202.0,9168.0,40.5693,-111.6586,-8.0,,,2023-08-08 00:00:00.0,2100-01-01,40.576,-111.644,371.0,234.0,2883.425,0.19808197,143.21458,-9123.122,-0.6752796,-0.53955126
6190:MT:COOP,6190,MT,COOP,Nye 2,MT,Stillwater,100700050204.0,4810.0,45.43333,-109.8,,,NYEM8,1905-04-01 00:00:00.0,2100-01-01,45.436,-109.808,422.0,99.0,1671.6279,0.1639328,358.78363,8576.577,0.78528553,0.021224875
09504500:AZ:USGS,09504500,AZ,USGS,Oak Ck nr Cornville,CO,Yavapai,150602020511.0,3470.0,34.76444,-111.89028,,,,1940-07-01 00:00:00.0,2100-01-01,34.78,-111.896,364.0,395.0,1285.811,0.31463623,252.20126,-625.2924,-0.29665446,0.76088434
1146:UT:SNTL,1146,UT,SNTL,Oak Creek,UT,Millard,160300051503.0,7850.0,39.3485,-112.192,-8.0,,OARU1,2010-10-01 00:00:00.0,2100-01-01,39.352,-112.184,356.0,268.0,1822.7369,0.15062714,88.62372,-1667.8168,0.024013616,-0.78525394
09504420:AZ:USGS,09504420,AZ,USGS,Oak Creek nr Sedona,CO,Coconino,150602020508.0,4169.0,34.86666,-111.76666,,,,1981-01-01 00:00:00.0,2100-01-01,34.852000000000004,-111.752,368.0,393.0,1454.4946,0.24867249,254.67601,3189.6538,-0.25837004,0.7673019
14209000:OR:USGS,14209000,OR,USGS,Oak Grove Fk ab Powerplant,OR,Clackamas,170900110306.0,2100.0,45.07123,-121.94063,,,,1909-05-01 00:00:00.0,2100-01-01,45.076,-121.94,85.0,109.0,1032.1193,1.7969284,349.77502,2657.442,0.777394,0.17568347
6542:ID:COOP,6542,ID,COOP,Oakley,ID,Cassia,170402110407.0,4600.0,42.23333,-113.88333,,,OAKI1,1893-08-01 00:00:00.0,2100-01-01,42.232,-113.876,309.0,188.0,1460.1923,0.42819977,329.10168,4360.2,0.7091663,0.4744017
13083500:ID:BOR,13083500,ID,BOR,Oakley Reservoir,ID,Cassia,170402110304.0,4766.0,42.19565,-113.91578,,,,1912-10-01 00:00:00.0,2100-01-01,42.196,-113.912,308.0,189.0,1511.1187,0.4212265,328.77863,3589.0232,0.70748836,0.47821665
13083500:ID:USGS,13083500,ID,USGS,Oakley Reservoir Inflow,ID,Cassia,170402110304.0,4720.0,42.19528,-113.915,,,,1911-05-01 00:00:00.0,2100-01-01,42.196,-113.912,308.0,189.0,1511.1187,0.4212265,328.77863,3589.0232,0.70748836,0.47821665
6213:OR:COOP,6213,OR,COOP,Oakridge Fish Hatchery,OR,Lane,170900010403.0,1270.0,43.75,-122.45,,,OKRO3,1914-05-01 00:00:00.0,2100-01-01,43.744,-122.444,71.0,146.0,472.13458,0.5305252,170.24986,6310.6284,-0.7781236,-0.16776015
14085100:OR:BOR,14085100,OR,BOR,Ochoco,OR,Crook,170703050403.0,3143.0,44.2983,-120.72518,,,,1920-01-01 00:00:00.0,2100-01-01,44.284,-120.716,119.0,131.0,1237.0945,0.25400543,355.0826,-2041.394,0.78355443,0.08551028
14082550:OR:USGS,14082550,OR,USGS,Ochoco Ck bl Marks Ck nr Prineville,OR,Crook,170703050402.0,3330.0,44.33397,-120.58275,,,,1999-11-17 00:00:00.0,2100-01-01,44.32,-120.572,123.0,130.0,1295.8835,0.42355347,323.07883,184.5634,0.67441326,0.5409455
14085200:OR:USGS,14085200,OR,USGS,Ochoco Feed Canal,OR,Crook,170703050403.0,3050.0,44.29942,-120.7286,,,,1955-04-01 00:00:00.0,2100-01-01,44.284,-120.716,119.0,131.0,1237.0945,0.25400543,355.0826,-2041.394,0.78355443,0.08551028
20E02:OR:SNOW,20E02,OR,SNOW,Ochoco Meadows,OR,Crook,170703050201.0,5190.0,44.43338,-120.33583,,,OCMO3,1928-04-01 00:00:00.0,2100-01-01,44.428,-120.32,130.0,127.0,1608.8972,0.37779236,125.32672,-2165.5176,-0.52426445,-0.68434197
671:OR:SNTL,671,OR,SNTL,Ochoco Meadows,OR,Crook,170703050201.0,5430.0,44.42917,-120.3311,-8.0,,OCMO3,1979-10-01 00:00:00.0,2100-01-01,44.428,-120.32,130.0,127.0,1608.8972,0.37779236,125.32672,-2165.5176,-0.52426445,-0.68434197
14085100:OR:USGS,14085100,OR,USGS,Ochoco Reservoir Inflow,OR,Crook,170703050403.0,3050.0,44.29889,-120.72778,,,,1920-02-10 00:00:00.0,2100-01-01,44.284,-120.716,119.0,131.0,1237.0945,0.25400543,355.0826,-2041.394,0.78355443,0.08551028
6252:OR:COOP,6252,OR,COOP,Odell Lake East,OR,Klamath,170703010201.0,4800.0,43.55,-121.96666,,,OLEO3,1974-01-01 00:00:00.0,2100-01-01,43.564,-121.976,84.0,151.0,1484.7137,0.3407135,154.54779,632.66956,-0.73443925,-0.40589386
6212:SD:COOP,6212,SD,COOP,Oelrichs,MT,Fall River,101201060406.0,3350.0,43.18333,-103.23333,,,OELS2,1948-01-01 00:00:00.0,2100-01-01,43.168,-103.22,605.0,162.0,1040.8639,3.976509,29.433207,100.24244,0.7165197,-0.45675093
10140100:UT:USGS,10140100,UT,USGS,Ogden R bl Pineview Res nr Huntsville,UT,Weber,160201020306.0,4760.0,41.25,-111.85,,,,1988-10-01 00:00:00.0,2100-01-01,41.26,-111.86,365.0,215.0,1859.1368,0.3747635,51.992,-2870.1033,0.55193555,-0.66733456
08P02:NM:SNOW,08P02,NM,SNOW,Ojo Redondo,CO,Valencia,130202070201.0,8200.0,35.16667,-108.18333,,,ORGN5,1982-02-01 00:00:00.0,2100-01-01,35.176,-108.188,467.0,384.0,2534.5667,0.8238449,277.11444,-2126.048,0.12322382,0.7815337
12447200:WA:USGS,12447200,WA,USGS,Okanogan R at Malott,OR,Okanogan,170200062205.0,784.0,48.28126,-119.7045,,,,1958-01-01 00:00:00.0,2100-01-01,48.28,-119.708,147.0,20.0,401.87784,0.27025604,308.58304,5225.93,0.55762655,0.66348565
12445000:WA:USGS,12445000,WA,USGS,Okanogan R nr Tonasket,OR,Okanogan,170200061808.0,861.0,48.63238,-119.46172,,,,1929-01-01 00:00:00.0,2100-01-01,48.64,-119.456,154.0,10.0,593.5893,0.26715088,289.20566,1919.7577,0.31780934,0.75678134
672:WA:SNTL,672,WA,SNTL,Olallie Meadows,OR,King,171100100301.0,4030.0,47.37406,-121.44213,-8.0,,OMWW1,1979-10-01 00:00:00.0,2100-01-01,47.38,-121.436,99.0,45.0,1072.8992,0.25225067,76.57023,1742.3967,0.22820747,-0.77153724
673:WY:SNTL,673,WY,SNTL,Old Battle,CO,Carbon,101800020901.0,9860.0,41.15426,-106.96926,-8.0,,OLDW4,1962-09-01 00:00:00.0,2100-01-17,41.152,-106.964,501.0,218.0,2958.7332,0.22570801,34.679302,-6460.883,0.6882209,-0.51730025
OEM:CA:SNOW,OEM,CA,SNOW,Old Enterprise Mill,UN,Tulare,180300060203.0,6600.0,36.243,-118.678,,,,1937-04-01 00:00:00.0,2100-01-01,36.256,-118.664,176.0,354.0,1785.7599,0.07904053,195.7261,-4573.157,-0.7663277,0.2646799
10E18:WY:SNOW,10E18,WY,SNOW,Old Faithful,MT,Teton,100200070102.0,7400.0,44.45438,-110.82235,,,OLFW4,1975-02-01 00:00:00.0,2100-01-01,44.464,-110.816,394.0,126.0,2392.136,0.8588791,256.03915,885.59503,-0.23673484,0.77040833
6845:WY:COOP,6845,WY,COOP,Old Faithful,MT,Teton,100200070102.0,7360.0,44.45,-110.83333,,,OLFW4,1904-05-01 00:00:00.0,2100-01-01,44.464,-110.816,394.0,126.0,2392.136,0.8588791,256.03915,885.59503,-0.23673484,0.77040833
6852:WY:COOP,6852,WY,COOP,Old Fort Laramie,MT,Goshen,101800110906.0,4250.0,42.2,-104.55,,,OFLW4,1989-12-01 00:00:00.0,2100-01-01,42.196,-104.552,568.0,189.0,1335.1638,1.4878769,9.40389,1217.1853,0.77863336,-0.16196173
1272:NV:SNTL,1272,NV,SNTL,ONeil Creek,ID,Elko,170402130106.0,6520.0,41.8642,-115.08316,-8.0,,ONLN2,2018-06-07 00:00:00.0,2100-01-01,41.872,-115.1,275.0,198.0,2029.4702,0.40976715,163.81055,-1060.8306,-0.7651724,-0.27190882
15H25:NV:SNOW,15H25,NV,SNOW,ONeil Creek,ID,Elko,170402130106.0,6430.0,41.86423,-115.08212,,,ONLN2,1970-03-01 00:00:00.0,2100-01-01,41.872,-115.1,275.0,198.0,2029.4702,0.40976715,163.81055,-1060.8306,-0.7651724,-0.27190882
07E27:WY:SNOW,07E27,WY,SNOW,Onion Gulch,MT,Johnson,100902010302.0,8780.0,44.07972,-107.1225,,,ONGW4,1956-02-01 00:00:00.0,2100-01-01,44.068,-107.108,497.0,137.0,2635.4758,0.43826294,217.64603,-2137.9658,-0.6697205,0.5483092
1008:MT:SNTL,1008,MT,SNTL,Onion Park,MT,Meagher,100301030801.0,7410.0,46.91348,-110.8536,-8.0,,ONPM8,1992-10-01 00:00:00.0,2100-01-01,46.912,-110.852,393.0,58.0,2152.596,0.4092636,157.28432,-4299.2725,-0.7450714,-0.3685174
6236:MT:COOP,6236,MT,COOP,Opheim 10 N,MT,Valley,100600040000.0,2980.0,49.0,-106.38333,,,OPNM8,1956-12-01 00:00:00.0,2100-01-01,49.0,-106.388,517.0,0.0,873.5829,2.1710281,41.06768,-3554.1392,0.64601415,-0.58124554
6238:MT:COOP,6238,MT,COOP,Opheim 16 SE,MT,Valley,100500160102.0,2950.0,48.7,-106.31666,,,OPMM8,1943-08-01 00:00:00.0,2100-01-01,48.712,-106.316,519.0,8.0,885.39777,3.679062,168.07527,336.04367,-0.7744909,-0.20375896
12C16:MT:SNOW,12C16,MT,SNOW,Ophir Park,MT,Powell,170102010610.0,7150.0,46.71088,-112.53513,,,OPHM8,1961-03-01 00:00:00.0,2100-01-01,46.696,-112.544,346.0,64.0,1826.2627,0.25308228,195.46344,-2068.2288,-0.76696706,0.26056194
674:ID:SCAN,674,ID,SCAN,Orchard Range Site,GC,Ada,170501010901.0,3200.0,43.32268,-115.99643,-7.0,,ORRI1,1983-10-01 00:00:00.0,2100-01-01,43.312,-116.0,250.0,158.0,957.16486,2.8902054,207.93008,792.6635,-0.72363514,0.4380444
18G11:OR:SNOW,18G11,OR,SNOW,Oregon Canyon AM,OR,Malheur,171200090402.0,7050.0,42.11443,-118.04707,,,OCZO3,1959-02-01 00:00:00.0,2100-01-01,42.124,-118.052,193.0,191.0,1983.7964,0.25924683,195.51758,-4018.2598,-0.76683617,0.261412
5818:NV:COOP,5818,NV,COOP,Orovada 4 WSW,UN,Humboldt,160402010502.0,4290.0,41.55,-117.83333,,,ORVN2,1911-08-01 00:00:00.0,2100-01-01,41.548,-117.836,199.0,207.0,1300.3312,2.6343536,271.45294,5761.9473,0.025350342,0.78523743
11406800:CA:USGS,11406800,CA,USGS,Oroville Reservoir Inflow,OR,Butte,180201230707.0,275.0,39.53333,-121.46666,,,,2004-01-01 00:00:00.0,2100-01-01,39.532,-121.472,98.0,263.0,330.35736,0.47254944,271.75732,745.5677,0.03065682,0.785163
1140680N:CA:USGS,1140680N,CA,USGS,Oroville Reservoir Inflow (NWS),UN,Butte,180201230707.0,275.0,39.53333,-121.46666,,,,2004-01-01 00:00:00.0,2100-01-01,39.532,-121.472,98.0,263.0,330.35736,0.47254944,271.75732,745.5677,0.03065682,0.785163
09344300:CO:USGS,09344300,CO,USGS,Oso Diversion nr Chromo,CO,Archuleta,140801010606.0,7795.0,37.0303,-106.7372,,,,1970-11-01 00:00:00.0,2100-01-01,37.048,-106.748,507.0,332.0,2392.874,0.52181244,293.76645,5570.0615,0.38309792,0.74114746
STR:CA:MSNT,STR,CA,MSNT,Ostrander Lake,GC,Mariposa,180400080106.0,8200.0,37.637,-119.55,,,,1988-12-01 00:00:00.0,2100-01-01,37.624,-119.564,151.0,316.0,2580.2944,0.27018738,301.19455,-8842.343,0.4779009,0.7076284
STR:CA:SNOW,STR,CA,SNOW,Ostrander Lake,UN,Mariposa,180400080106.0,8200.0,37.637,-119.55,,,,1938-04-01 00:00:00.0,2100-01-01,37.624,-119.564,151.0,316.0,2580.2944,0.27018738,301.19455,-8842.343,0.4779009,0.7076284
CO0017:CO:USGS,CO0017,CO,USGS,Otero Pump Station,CO,Chaffee,110200010406.0,8000.0,38.856,-106.132,,,,1985-12-01 00:00:00.0,2100-01-01,38.848,-106.136,524.0,282.0,2432.713,0.4103241,202.62955,8460.631,-0.7453844,0.36730975
6366:OR:COOP,6366,OR,COOP,Otis,OR,Lincoln,171002040803.0,150.0,45.03333,-123.93333,,,,1948-07-01 00:00:00.0,2100-01-01,45.04,-123.92,30.0,110.0,185.79536,1.096878,325.63626,1474.9283,0.69008017,0.5138655
