stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate
5704:WA:COOP,5704,WA,COOP,Mud Mountain Dam,OR,King,171100140403.0,1310.0,47.15,-121.93333,,,ENUW1,1939-01-01 00:00:00.0,2100-01-01
655:OR:SNTL,655,OR,SNTL,Mud Ridge,OR,Clackamas,170800010302.0,4070.0,45.25362,-121.73673,-8.0,,MUDO3,1978-10-01 00:00:00.0,2100-01-01
14F20:ID:SNOW,14F20,ID,SNOW,Mud Spring,ID,Camas,170402190801.0,5656.0,43.21453,-114.66858,,,,2004-01-01 00:00:00.0,2100-01-01
13D25:MT:SNOW,13D25,MT,SNOW,Mudd Lake,MT,Deer Lodge,100200040607.0,7650.0,45.91517,-113.41648,,,MUDM8,1961-03-01 00:00:00.0,2100-01-01
09041500:CO:USGS,09041500,CO,USGS,Muddy Ck at Kremmling,CO,Grand,140100010709.0,7330.0,40.06028,-106.3975,,,,1900-01-01 00:00:00.0,2100-01-01
06088500:MT:USGS,06088500,MT,USGS,Muddy Ck at Vaughn,MT,Cascade,100301040809.0,3338.0,47.56667,-111.55,,,,1925-06-01 00:00:00.0,2100-01-01
09131400:CO:USGS,09131400,CO,USGS,Muddy Ck bl Paonia Reservoir,CO,Gunnison,140200040403.0,6266.0,38.93999,-107.35811,,,,1901-11-01 00:00:00.0,2100-01-01
09330500:UT:USGS,09330500,UT,USGS,Muddy Ck nr Emery,UT,Emery,140700020204.0,6400.0,38.98192,-111.24934,,,,1910-10-01 00:00:00.0,2100-01-01
09041400:CO:USGS,09041400,CO,USGS,Muddy Creek bl Wolford Mtn Reservoir,CO,Grand,140100010709.0,7380.0,40.1,-106.4,,,,1927-02-01 00:00:00.0,2100-01-01
13F05:ID:SNOW,13F05,ID,SNOW,Muldoon,ID,Blaine,170402210301.0,6355.0,43.57033,-113.91257,,,MULI1,1953-01-01 00:00:00.0,2100-01-01
656:MT:SNTL,656,MT,SNTL,Mule Creek,MT,Beaverhead,100200041303.0,8300.0,45.40957,-112.95927,-8.0,,MULM8,1977-10-01 00:00:00.0,2100-01-01
6230:ID:COOP,6230,ID,COOP,Mullan,ID,Shoshone,170103020101.0,3320.0,47.46666,-115.8,,,,1975-11-01 00:00:00.0,2100-01-01
MUM:CA:MSNT,MUM,CA,MSNT,Mumbo Basin,GC,Trinity,180102110301.0,5650.0,41.197,-122.523,,,,1984-10-28 00:00:00.0,2100-01-01
MUM:CA:SNOW,MUM,CA,SNOW,Mumbo Basin,UN,Trinity,180102110301.0,5650.0,41.197,-122.523,,,,1947-04-01 00:00:00.0,2100-01-01
14K03:NV:SNOW,14K03,NV,SNOW,Murray Summit,UT,White Pine,160600081203.0,7285.0,39.21723,-114.95737,,,MURN2,1940-01-01 00:00:00.0,2100-01-01
06120500:MT:USGS,06120500,MT,USGS,Musselshell R at Harlowton,MT,Wheatland,100402011003.0,4171.0,46.42996,-109.84074,,,,1907-01-01 00:00:00.0,2100-01-01
06130500:MT:USGS,06130500,MT,USGS,Musselshell R at Mosby,MT,Petroleum,100402050101.0,2496.0,47.0,-107.9,,,,1929-01-01 00:00:00.0,2100-01-01
06126500:MT:USGS,06126500,MT,USGS,Musselshell R nr Roundup,MT,Musselshell,100402020401.0,3188.0,46.42802,-108.57264,,,,1946-06-01 00:00:00.0,2100-01-01
19A01:WA:SNOW,19A01,WA,SNOW,Mutton Creek No. 1,OR,Okanogan,170200062003.0,5700.0,48.68125,-119.87224,,,MCSW1,1938-05-01 00:00:00.0,2100-01-01
1053:ID:SNTL,1053,ID,SNTL,Myrtle Creek,ID,Boundary,170101040701.0,3520.0,48.72263,-116.46312,-8.0,,MYRI1,2003-10-01 00:00:00.0,2100-01-01
06204000:MT:BOR,06204000,MT,BOR,Mystic Lake,MT,Carbon,100700050402.0,7674.0,45.22533,-109.76012,,,,1936-01-01 00:00:00.0,2100-01-01
5961:MT:COOP,5961,MT,COOP,Mystic Lake,MT,Stillwater,100700050404.0,6560.0,45.23333,-109.75,,,MYSM8,1924-09-01 00:00:00.0,2100-01-01
UT0007:UT:USGS,UT0007,UT,USGS,Myton Townsite Canal,UT,Duchesne,140600030806.0,5100.0,40.2069,-110.1134,,,,1935-01-01 00:00:00.0,2100-01-01
13120000:ID:USGS,13120000,ID,USGS,N Fk Big Lost R at Wild Horse nr Chilly,ID,Custer,170402180304.0,6820.0,43.93278,-114.11389,,,,1944-04-01 00:00:00.0,2100-01-01
657:MT:SNTL,657,MT,SNTL,N Fk Elk Creek,MT,Powell,170102031204.0,6250.0,46.8716,-113.27725,-8.0,,NFEM8,1967-10-01 00:00:00.0,2100-01-01
11413000:CA:USGS,11413000,CA,USGS,N Yuba R bl Goodyears Bar CA,UN,Sierra,180201250302.0,2453.0,39.52489,-120.93801,,,,1930-10-01 00:00:00.0,2100-01-01
1141300N:CA:USGS,1141300N,CA,USGS,N Yuba R bl Goodyears Bar Ca (NWS),UN,Sierra,180201250302.0,2453.0,39.51666,-120.93333,,,,1930-10-31 00:00:00.0,2100-01-01
12494000:WA:USGS,12494000,WA,USGS,Naches R nr Naches,OR,Yakima,170300020312.0,1550.0,46.7454,-120.76924,,,,1909-03-01 00:00:00.0,2100-01-01
08294200:NM:BOR,08294200,NM,BOR,Nambe Falls Reservoir,CO,Santa Fe,130201011201.0,6798.0,35.8456,-105.9061,,,,1983-12-01 00:00:00.0,2100-01-01
09009350:CO:BOR,09009350,CO,BOR,Narraguinnep Reservoir,CO,Montezuma,140802020105.0,6700.0,37.49015,-108.62943,,,,1951-04-01 00:00:00.0,2100-01-01
06K06:CO:SNOW,06K06,CO,SNOW,Nast Lake,CO,Pitkin,140100040501.0,8700.0,39.3,-106.6,,,NSSC2,1936-02-01 00:00:00.0,2100-01-01
658:CO:SNTL,658,CO,SNTL,Nast Lake,CO,Pitkin,140100040504.0,8731.0,39.29695,-106.60786,-8.0,,NSSC2,1985-10-01 00:00:00.0,2100-01-01
9355200:NM:USGS,9355200,NM,USGS,Navajo Indian Irrigation Proj Diversion,CO,San Juan,140801011901.0,5800.0,36.80572,-107.61374,,,,1975-10-01 00:00:00.0,2100-01-01
09344400:CO:USGS,09344400,CO,USGS,Navajo R bl Oso Diversion Dam nr Chromo,CO,Archuleta,140801010606.0,7648.0,37.03028,-106.73722,,,,1935-01-01 00:00:00.0,2100-01-01
09109090:NM:BOR,09109090,NM,BOR,Navajo Reservoir,CO,San Juan,140801011605.0,6050.0,36.80642,-107.60937,,,,1962-06-01 00:00:00.0,2100-01-01
1138:NM:SNTL,1138,NM,SNTL,Navajo Whiskey Ck,CO,San Juan,140802040206.0,9064.0,36.17716,-108.94556,-8.0,,WCTN5,2009-05-12 00:00:00.0,2100-01-01
14301000:OR:USGS,14301000,OR,USGS,Nehalem R nr Foss,OR,Tillamook,171002020601.0,33.0,45.7,-123.75,,,,1939-10-01 00:00:00.0,2100-01-01
NLL:CA:SNOW,NLL,CA,SNOW,Nellie Lake,UN,Fresno,180400060902.0,8000.0,37.257,-119.225,,,,1944-02-01 00:00:00.0,2100-01-01
06155000:MT:BOR,06155000,MT,BOR,Nelson Res,MT,Phillips,100500140702.0,2223.0,48.53309,-107.52235,,,,1936-01-01 00:00:00.0,2100-01-01
2137:UT:SCAN,2137,UT,SCAN,Nephi,GC,Juab,160202010101.0,5245.0,39.64554,-111.87044,-7.0,34632,NPIU1,2007-09-14 00:00:00.0,2100-01-01
12335500:MT:USGS,12335500,MT,USGS,Nevada Ck nr Helmville,MT,Powell,170102030406.0,4640.0,46.77827,-112.76754,,,,1939-01-01 00:00:00.0,2100-01-01
12336500:MT:BOR,12336500,MT,BOR,Nevada Creek Res,MT,Powell,170102030406.0,4616.0,46.80225,-112.8105,,,,1939-10-01 00:00:00.0,2100-01-01
903:MT:SNTL,903,MT,SNTL,Nevada Ridge,MT,Lewis and Clark,170102030302.0,7020.0,46.84234,-112.50787,-8.0,,NVRM8,1977-10-01 00:00:00.0,2100-01-01
1031:CO:SNTL,1031,CO,SNTL,Never Summer,CO,Jackson,101800010401.0,10323.0,40.40392,-105.95567,-8.0,,NEVC2,2002-09-01 00:00:00.0,2100-01-01
660:OR:SNTL,660,OR,SNTL,New Crescent Lake,OR,Klamath,170703020205.0,4910.0,43.51185,-121.97982,-8.0,,NCLO3,1979-10-01 00:00:00.0,2100-01-01
21E26:OR:SNOW,21E26,OR,SNOW,New Dutchman #3,OR,Deschutes,170703010101.0,6320.0,44.01048,-121.66385,,,NUZO3,1990-01-01 00:00:00.0,2100-01-01
661:WY:SNTL,661,WY,SNTL,New Fork Lake,ID,Sublette,140401020201.0,8340.0,43.11265,-109.94947,-8.0,,NFLW4,1984-10-01 00:00:00.0,2100-01-01
09205000:WY:USGS,09205000,WY,USGS,New Fork R nr Big Piney,ID,Sublette,140401020606.0,6800.0,42.56717,-109.93015,,,,1954-01-01 00:00:00.0,2100-01-01
19L36:CA:SNOW,19L36,CA,SNOW,New Grace Meadow,UT,Tuolumne,180400090503.0,8900.0,38.15,-119.61667,,,,1966-02-01 00:00:00.0,2100-01-01
21A30:WA:SNOW,21A30,WA,SNOW,New Lake Hozomeen,OR,Whatcom,171100050602.0,2800.0,48.944,-121.029,,,KHSW1,1971-02-01 00:00:00.0,2100-01-01
NMN:CA:SNOW,NMN,CA,SNOW,New Manzanita Lake,UN,Shasta,180201530101.0,5900.0,40.533,-121.562,,,,2016-01-01 00:00:00.0,2100-01-01
10D01:MT:SNOW,10D01,MT,SNOW,New World,MT,Gallatin,100200080904.0,6900.0,45.56311,-110.92929,,,NEWM8,1939-04-01 00:00:00.0,2100-01-01
6660:WY:COOP,6660,WY,COOP,Newcastle,MT,Weston,101201070104.0,4410.0,43.85,-104.21666,,,NCLW4,1906-07-01 00:00:00.0,2100-01-01
6054:SD:COOP,6054,SD,COOP,Newell,MT,Butte,101202020403.0,2860.0,44.71666,-103.41666,,,NWLS2,1948-01-01 00:00:00.0,2100-01-01
5840:WA:COOP,5840,WA,COOP,Newhalem,OR,Whatcom,171100050708.0,520.0,48.68333,-121.25,,,NWMW1,1909-05-01 00:00:00.0,2100-01-01
06763100:MT:BOR,06763100,MT,BOR,Newlan Lake Res,MT,Meagher,100301030302.0,5273.0,46.63656,-110.93724,,,,1977-02-01 00:00:00.0,2100-01-01
11P05:AZ:SNOW,11P05,AZ,SNOW,Newman Park,CO,Coconino,150602020502.0,6750.0,35.0,-111.68333,,,XNPA3,1963-01-01 00:00:00.0,2100-01-01
662:MT:SNTL,662,MT,SNTL,Nez Perce Camp,MT,Ravalli,170102050204.0,5650.0,45.73107,-114.48075,-8.0,,NZCM8,1967-10-01 00:00:00.0,2100-01-01
12C10:MT:SNOW,12C10,MT,SNOW,Nez Perce Creek,MT,Jefferson,100200060201.0,6600.0,46.09907,-112.3443,,,NEZM8,1961-04-01 00:00:00.0,2100-01-01
14D01:MT:SNOW,14D01,MT,SNOW,Nez Perce Pass,MT,Ravalli,170102050204.0,6570.0,45.71582,-114.50118,,,NZPM8,1937-03-01 00:00:00.0,2100-01-01
6424:ID:COOP,6424,ID,COOP,Nezperce,ID,Lewis,170603060604.0,3150.0,46.25,-116.25,,,,1901-12-10 00:00:00.0,2100-01-01
11427000:CA:USGS,11427000,CA,USGS,NF American R A North Fork Dam CA,UN,Placer,180201280603.0,715.0,38.93601,-121.02383,,,,1941-10-01 00:00:00.0,2100-01-01
12413000:ID:USGS,12413000,ID,USGS,NF Coeur dAlene R at Enaville,ID,Shoshone,170103010705.0,2100.0,47.56889,-116.25333,,,,1911-03-03 00:00:00.0,2100-01-01
12411000:ID:USGS,12411000,ID,USGS,"NF Coeur DAlene R nr Prichard, ID",ID,Shoshone,170103010403.0,2485.0,47.7,-115.96667,,,,1950-10-01 00:00:00.0,2100-01-01
11404500:CA:USGS,11404500,CA,USGS,NF Feather R A Pulga CA,UN,Butte,180201210803.0,1305.0,39.79405,-121.45191,,,,1911-04-01 00:00:00.0,2100-01-01
11404700:CA:USGS,11404700,CA,USGS,NF Feather R nr Big Bar,OR,Butte,180201210803.0,1306.0,39.78333,-121.45,,,,2004-01-01 00:00:00.0,2100-01-01
1140470N:CA:USGS,1140470N,CA,USGS,NF Feather R nr Big Bar NWS,OR,Butte,180201210803.0,1306.0,39.78333,-121.45,,,,2004-01-01 00:00:00.0,2100-01-01
11399500:CA:USGS,11399500,CA,USGS,NF Feather R nr Prattville CA,UN,Plumas,180201210407.0,4390.09,40.16822,-121.09302,,,,1906-01-01 00:00:00.0,2100-01-01
1139950N:CA:USGS,1139950N,CA,USGS,NF Feather R nr Prattville Ca NWS,UN,Plumas,180201210407.0,4390.0,40.16822,-121.09302,,,,1906-01-31 00:00:00.0,2100-01-01
12355500:MT:USGS,12355500,MT,USGS,NF Flathead R nr Columbia Falls,MT,Flathead,170102060607.0,3146.0,48.49552,-114.12762,,,,1910-10-01 00:00:00.0,2100-01-01
09132500:CO:USGS,09132500,CO,USGS,NF Gunnison R nr Somerset,CO,Gunnison,140200040403.0,6280.0,38.92582,-107.43422,,,,1933-10-01 00:00:00.0,2100-01-01
10317500:NV:USGS,10317500,NV,USGS,NF Humboldt R at Devils Gate,UT,Elko,160401020405.0,5370.0,41.17875,-115.49258,,,,1913-10-01 00:00:00.0,2100-01-01
12381410:MT:USGS,12381410,MT,USGS,NF Jocko R bl Tabor Feeder Canal,MT,Lake,170102120703.0,4000.0,47.19722,-113.84722,,,,1982-10-01 00:00:00.0,2100-01-01
14046000:OR:USGS,14046000,OR,USGS,NF John Day R at Monument,OR,Grant,170702021003.0,1960.0,44.81376,-119.43166,,,,1925-01-01 00:00:00.0,2100-01-01
11215000:CA:USGS,11215000,CA,USGS,NF Kings R nr Cliff Camp CA,UN,Fresno,180300100605.0,6143.0,36.99383,-118.98122,,,,1921-10-01 00:00:00.0,2100-01-01
1121500N:CA:USGS,1121500N,CA,USGS,NF Kings R nr Cliff Camp Ca NWS,UN,Fresno,180300100605.0,6143.0,36.98333,-118.96666,,,,1921-10-31 00:00:00.0,2100-01-01
14342500:OR:USGS,14342500,OR,USGS,NF Little Butte Ck nr Lakecreek,OR,Jackson,171003070801.0,4571.0,42.37625,-122.35669,,,,1914-10-01 00:00:00.0,2100-01-01
12330700:MT:USGS,12330700,MT,USGS,NF Lwr Willow Ck nr Hall,MT,Granite,170102020403.0,4750.0,46.56667,-113.33333,,,,1964-01-01 00:00:00.0,2100-01-01
13217500:OR:USGS,13217500,OR,USGS,NF Malheur R at Beulah,OR,Malheur,170501161305.0,3261.0,43.9075,-118.15333,,,,1909-01-01 00:00:00.0,2100-01-01
06133500:MT:USGS,06133500,MT,USGS,NF Milk R abv Canal nr Browning,MT,Glacier,100500010303.0,4220.0,48.96667,-113.05,,,,1911-01-01 00:00:00.0,2100-01-01
11316670:CA:USGS,11316670,CA,USGS,NF Mokelumne R bl Tiger C Res nr West Pt,UN,Amador,180400120405.0,2220.0,38.44019,-120.50493,,,,1982-10-01 00:00:00.0,2100-01-01
1131667N:CA:USGS,1131667N,CA,USGS,NF Mokelumne R bl Tiger C Res nr West Pt,UN,Calaveras,180400120405.0,2200.0,38.43333,-120.5,,,,1982-10-31 00:00:00.0,2100-01-01
13245000:ID:USGS,13245000,ID,USGS,NF Payette R at Cascade,ID,Valley,170501230503.0,4720.0,44.52489,-116.0468,,,,1941-05-01 00:00:00.0,2100-01-01
13246000:ID:USGS,13246000,ID,USGS,NF Payette R nr Banks,ID,Boise,170501230605.0,3081.0,44.11417,-116.10722,,,,1947-04-21 00:00:00.0,2100-01-01
13239000:ID:USGS,13239000,ID,USGS,NF Payette River at Mccall,ID,Valley,170501230204.0,4968.0,44.9045,-116.11667,,,,1908-09-01 00:00:00.0,2100-01-01
06311000:WY:USGS,06311000,WY,USGS,NF Powder R nr Hazelton,MT,Johnson,100902010302.0,8180.0,44.02774,-107.0809,,,,1946-01-01 00:00:00.0,2100-01-01
06279940:WY:USGS,06279940,WY,USGS,NF Shoshone R at Wapiti,MT,Park,100800120304.0,5580.0,44.46967,-109.43044,,,,1979-01-01 00:00:00.0,2100-01-01
06078500:MT:USGS,06078500,MT,USGS,NF Sun R nr Augusta,MT,Teton,100301040111.0,4786.0,47.63986,-112.85933,,,,1911-05-01 00:00:00.0,2100-01-01
NGF:CA:SNOW,NGF,CA,SNOW,Niagara Flat,UN,Tuolumne,180400100401.0,6500.0,38.327,-119.912,,,,1930-02-01 00:00:00.0,2100-01-01
06083000:MT:BOR,06083000,MT,BOR,Nilan Reservoir,MT,Lewis and Clark,100301040302.0,4442.0,47.47458,-112.51838,,,,1951-12-01 00:00:00.0,2100-01-01
12086500:WA:USGS,12086500,WA,USGS,Nisqually R at Legrande,OR,Pierce,171100150205.0,490.0,46.83333,-122.31667,,,,1906-10-01 00:00:00.0,2100-01-01
663:CO:SNTL,663,CO,SNTL,Niwot,CO,Boulder,101900050401.0,9979.0,40.03581,-105.5452,-8.0,,NIWC2,1979-10-01 00:00:00.0,2100-01-01
CO0016:CO:USGS,CO0016,CO,USGS,No Name Diversion,CO,Pitkin,140100040105.0,10172.0,39.18351,-106.71938,,,,1980-10-01 00:00:00.0,2100-01-01
NLS:CA:MSNT,NLS,CA,MSNT,Noel Spring,GC,Glenn,180201150402.0,5100.0,39.538,-122.667,,,,1997-01-23 00:00:00.0,2100-01-01
5924:AZ:COOP,5924,AZ,COOP,Nogales 6 N,UN,Santa Cruz,150503010310.0,3560.0,31.41666,-110.95,,,NOGA3,1952-10-01 00:00:00.0,2100-01-01
664:MT:SNTL,664,MT,SNTL,Noisy Basin,MT,Flathead,170102080208.0,6040.0,48.15678,-113.94637,-8.0,,NOIM8,1961-04-01 00:00:00.0,2100-01-01
10E19:WY:SNOW,10E19,WY,SNOW,Norris Basin,MT,Park,100200070106.0,7550.0,44.73169,-110.69711,,,NORW4,1936-04-01 00:00:00.0,2100-01-01
6157:MT:COOP,6157,MT,COOP,Norris Madison Pump HS,MT,Madison,100200071501.0,4750.0,45.48333,-111.63333,,,MADM8,1907-01-01 00:00:00.0,2100-01-01
06H05:WY:SNOW,06H05,WY,SNOW,North Barrett Creek,CO,Carbon,101800020303.0,9430.0,41.31667,-106.43333,,,NBTW4,1936-04-01 00:00:00.0,2100-01-01
6073:OR:COOP,6073,OR,COOP,North Bend FAA Airport,OR,Coos,171003040306.0,10.0,43.41666,-124.25,,,OTHO3,1902-01-01 00:00:00.0,2100-01-01
665:NM:SNTL,665,NM,SNTL,North Costilla,CO,Taos,130201010101.0,10598.0,36.99396,-105.25988,-8.0,,NCSN5,1978-10-01 00:00:00.0,2100-01-01
16E17:ID:SNOW,16E17,ID,SNOW,North Crane Creek,ID,Washington,170501240901.0,3481.0,44.32117,-116.40803,,,,1996-01-01 00:00:00.0,2100-01-01
351200:MT:USGS,351200,MT,USGS,North Crow Creek at Campground nr Ronan,MT,Lake,170102120601.0,3735.0,47.57661,-114.01781,,,,1999-10-01 00:00:00.0,2100-01-01
666:OR:SNTL,666,OR,SNTL,North Fork,OR,Multnomah,170800010503.0,3060.0,45.5505,-122.00283,-8.0,,NFRO3,1978-10-01 00:00:00.0,2100-01-01
13340600:ID:USGS,13340600,ID,USGS,"North Fork Clearwater R nr Canyon Rs, ID",ID,Clearwater,170603071002.0,1660.0,46.83333,-115.61667,,,,1967-01-01 00:00:00.0,2100-01-01
13B07:MT:SNOW,13B07,MT,SNOW,North Fork Jocko,MT,Missoula,170102120702.0,6330.0,47.2726,-113.75617,,,NFJM8,1941-02-01 00:00:00.0,2100-01-01
667:MT:SNTL,667,MT,SNTL,North Fork Jocko,MT,Missoula,170102120702.0,6330.0,47.2726,-113.75617,-8.0,,NFJM8,1961-04-01 00:00:00.0,2100-01-01
15D02:ID:SNOW,15D02,ID,SNOW,North Fork Meadows,ID,Valley,170501230101.0,5900.0,45.15,-116.0,,,SQMI1,1936-02-01 00:00:00.0,2100-01-01
NFS:CA:SNOW,NFS,CA,SNOW,North Fork Sacramento R,UN,Siskiyou,180200050104.0,6900.0,41.305,-122.493,,,,1936-03-01 00:00:00.0,2100-01-01
668:WY:SNTL,668,WY,SNTL,North French Creek,CO,Carbon,101800020502.0,10153.0,41.33087,-106.37558,-8.0,,NFCW4,1962-09-01 00:00:00.0,2100-01-01
05J09:CO:SNOW,05J09,CO,SNOW,North Inlet Grand Lake,CO,Grand,140100010305.0,9000.0,40.28333,-105.76667,,,NILC2,1938-02-01 00:00:00.0,2100-01-01
NTH:CA:SNOW,NTH,CA,SNOW,North Lake,UN,Inyo,180901020602.0,9300.0,37.228,-118.62,,,,1930-03-01 00:00:00.0,2100-01-01
669:CO:SNTL,669,CO,SNTL,North Lost Trail,CO,Gunnison,140100040703.0,9219.0,39.07818,-107.14388,-8.0,,NLSC2,1984-10-01 00:00:00.0,2100-01-01
06652800:WY:USGS,06652800,WY,USGS,North Platte R bl Glendo Reservoir,CO,Platte,101800081102.0,4489.0,42.45691,-104.94775,,,,1957-10-01 00:00:00.0,2100-01-01
06656000:WY:USGS,06656000,WY,USGS,North Platte R bl Guernsey Reservoir,CO,Platte,101800081106.0,4340.0,42.28052,-104.75469,,,,1901-04-01 00:00:00.0,2100-01-01
06635500:WY:USGS,06635500,WY,USGS,North Platte R bl Seminoe Reservoir,CO,Carbon,101800030402.0,5930.0,42.17829,-106.87643,,,,1905-01-01 00:00:00.0,2100-01-01
06620000:CO:USGS,06620000,CO,USGS,North Platte R nr Northgate,CO,Jackson,101800020107.0,7810.0,40.93664,-106.33919,,,,1904-06-01 00:00:00.0,2100-01-01
06630000:WY:USGS,06630000,WY,USGS,North Platte R nr Sinclair,CO,Carbon,101800021308.0,6401.0,41.86667,-107.05,,,,1939-01-01 00:00:00.0,2100-01-01
920:SD:SNTL,920,SD,SNTL,North Rapid Creek,MT,Lawrence,101201100101.0,6130.0,44.20617,-103.78758,-8.0,,NRPS2,1996-08-09 00:00:00.0,2100-01-01
14183000:OR:USGS,14183000,OR,USGS,North Santiam R at Mehama,OR,Marion,170900050601.0,602.0,44.78901,-122.6187,,,,1905-01-01 00:00:00.0,2100-01-01
07E15:WY:SNOW,07E15,WY,SNOW,North Tongue,MT,Sheridan,100901010201.0,8450.0,44.75278,-107.60222,,,NTOW4,1960-02-01 00:00:00.0,2100-01-01
22F16:OR:SNOW,22F16,OR,SNOW,North Umpqua,OR,Douglas,171003010205.0,4200.0,43.30583,-122.15932,,,NQZO3,1937-02-01 00:00:00.0,2100-01-01
14319500:OR:USGS,14319500,OR,USGS,North Umpqua R at Winchester,OR,Douglas,171003011105.0,373.0,43.27206,-123.4123,,,,1908-10-01 00:00:00.0,2100-01-01
14316500:OR:USGS,14316500,OR,USGS,"North Umpqua River Near Tokatee Falls, O",OR,Douglas,171003010802.0,1580.0,43.28333,-122.53333,,,,1949-09-01 00:00:00.0,2100-01-01
670:MT:SNTL,670,MT,SNTL,Northeast Entrance,MT,Yellowstone National Park,100700010602.0,7350.0,45.00565,-110.01406,-8.0,,NORM8,1937-10-01 00:00:00.0,2100-01-01
NRF:CA:SNOW,NRF,CA,SNOW,Norvell Flat,UN,Lassen,180800030401.0,5700.0,40.482,-121.007,,,,1940-04-01 00:00:00.0,2100-01-01
12391300:MT:BOR,12391300,MT,BOR,Noxon Rapids Reservoir,MT,Sanders,170102131006.0,2270.0,47.96088,-115.73312,,,,1959-04-01 00:00:00.0,2100-01-01
2017:CO:SCAN,2017,CO,SCAN,Nunn #1,GC,Weld,101900080301.0,5900.0,40.86667,-104.73333,-7.0,18289,NUNC2,1993-10-20 00:00:00.0,2100-01-01
09S04:AZ:SNOW,09S04,AZ,SNOW,Nutrioso,CO,Apache,150400040301.0,8500.0,33.9,-109.15,,,XNUA3,1938-02-01 00:00:00.0,2100-01-01
1127:AZ:SNTL,1127,AZ,SNTL,Nutrioso,CO,Apache,150400040301.0,8571.0,33.89791,-109.15465,-8.0,,NUTA3,2008-06-02 00:00:00.0,2100-01-01
5013:MT:NRCSXP,5013,MT,NRCSXP,NWCC Test Lolo Pass,GC,Missoula,170102051401.0,5300.0,46.6345,-114.581,-8.0,,,2023-09-18 00:00:00.0,2100-01-01
5016:UT:NRCSXP,5016,UT,NRCSXP,NWCC Test Snowbird,GC,Salt Lake,160202040202.0,9168.0,40.5693,-111.6586,-8.0,,,2023-08-08 00:00:00.0,2100-01-01
6190:MT:COOP,6190,MT,COOP,Nye 2,MT,Stillwater,100700050204.0,4810.0,45.43333,-109.8,,,NYEM8,1905-04-01 00:00:00.0,2100-01-01
09504500:AZ:USGS,09504500,AZ,USGS,Oak Ck nr Cornville,CO,Yavapai,150602020511.0,3470.0,34.76444,-111.89028,,,,1940-07-01 00:00:00.0,2100-01-01
1146:UT:SNTL,1146,UT,SNTL,Oak Creek,UT,Millard,160300051503.0,7850.0,39.3485,-112.192,-8.0,,OARU1,2010-10-01 00:00:00.0,2100-01-01
09504420:AZ:USGS,09504420,AZ,USGS,Oak Creek nr Sedona,CO,Coconino,150602020508.0,4169.0,34.86666,-111.76666,,,,1981-01-01 00:00:00.0,2100-01-01
14209000:OR:USGS,14209000,OR,USGS,Oak Grove Fk ab Powerplant,OR,Clackamas,170900110306.0,2100.0,45.07123,-121.94063,,,,1909-05-01 00:00:00.0,2100-01-01
6542:ID:COOP,6542,ID,COOP,Oakley,ID,Cassia,170402110407.0,4600.0,42.23333,-113.88333,,,OAKI1,1893-08-01 00:00:00.0,2100-01-01
13083500:ID:BOR,13083500,ID,BOR,Oakley Reservoir,ID,Cassia,170402110304.0,4766.0,42.19565,-113.91578,,,,1912-10-01 00:00:00.0,2100-01-01
13083500:ID:USGS,13083500,ID,USGS,Oakley Reservoir Inflow,ID,Cassia,170402110304.0,4720.0,42.19528,-113.915,,,,1911-05-01 00:00:00.0,2100-01-01
6213:OR:COOP,6213,OR,COOP,Oakridge Fish Hatchery,OR,Lane,170900010403.0,1270.0,43.75,-122.45,,,OKRO3,1914-05-01 00:00:00.0,2100-01-01
14085100:OR:BOR,14085100,OR,BOR,Ochoco,OR,Crook,170703050403.0,3143.0,44.2983,-120.72518,,,,1920-01-01 00:00:00.0,2100-01-01
14082550:OR:USGS,14082550,OR,USGS,Ochoco Ck bl Marks Ck nr Prineville,OR,Crook,170703050402.0,3330.0,44.33397,-120.58275,,,,1999-11-17 00:00:00.0,2100-01-01
14085200:OR:USGS,14085200,OR,USGS,Ochoco Feed Canal,OR,Crook,170703050403.0,3050.0,44.29942,-120.7286,,,,1955-04-01 00:00:00.0,2100-01-01
20E02:OR:SNOW,20E02,OR,SNOW,Ochoco Meadows,OR,Crook,170703050201.0,5190.0,44.43338,-120.33583,,,OCMO3,1928-04-01 00:00:00.0,2100-01-01
671:OR:SNTL,671,OR,SNTL,Ochoco Meadows,OR,Crook,170703050201.0,5430.0,44.42917,-120.3311,-8.0,,OCMO3,1979-10-01 00:00:00.0,2100-01-01
14085100:OR:USGS,14085100,OR,USGS,Ochoco Reservoir Inflow,OR,Crook,170703050403.0,3050.0,44.29889,-120.72778,,,,1920-02-10 00:00:00.0,2100-01-01
6252:OR:COOP,6252,OR,COOP,Odell Lake East,OR,Klamath,170703010201.0,4800.0,43.55,-121.96666,,,OLEO3,1974-01-01 00:00:00.0,2100-01-01
6212:SD:COOP,6212,SD,COOP,Oelrichs,MT,Fall River,101201060406.0,3350.0,43.18333,-103.23333,,,OELS2,1948-01-01 00:00:00.0,2100-01-01
10140100:UT:USGS,10140100,UT,USGS,Ogden R bl Pineview Res nr Huntsville,UT,Weber,160201020306.0,4760.0,41.25,-111.85,,,,1988-10-01 00:00:00.0,2100-01-01
